# Constructed from biom file
#OTU ID	424	426	427	429	430	431	432	434	435	436	437	439	440	441	442	447	448	449	450	451	452	453	454	455	456	457	458	459	460	461	757	758	759	760	761	762	763	764	765	766	833	836	837	838	839	841	842	843	844	1016	1017	1018	1019	1020	1021	1022	1023	1024	1025	1026	1027	1028	1029	1030	1031	1032	1033	1034	1035	1036	1037	1038	1039	1040	1138	1141	1142	1143	1144	1145	1146	1147	1148	1149	1150	1151	1152	1153	1154	1156
Unassigned;Other;Other	0.000497265042268	0.00224120176873	0.00293255131965	0.00389660282092	0.00327559404841	0.00436560819815	0.00238077523994	0.000777662568508	0.000371628795923	0.000684187225822	0.000397917564745	0.000296723326692	0.000749122737846	0.000241419546936	0.000470748228156	0.0025756968691	0.00345617645917	0.00287993856131	0.00371329457175	0.00387271547942	0.000350401438169	0.000948541617263	0.00092791476931	0.000839575273685	0.00064763527908	0.000828276991236	0.000791566916364	0.00112973074751	0.000476329497088	0.000908820805006	0.000677531587621	0.00091554597058	0.00123235288787	0.00118004978335	0.00196878361647	0.000838235978951	0.000690009307102	0.00127011007621	0.000903206382658	0.000814487008932	0.000191070632444	0.00059588488906	0.000491223473932	0.000460238666623	0.000326743996079	8.53970964987e-05	0.000422915514493	0.000752888801597	0.000375928072429	0.00202201752415	0.00285765717114	0.00286489087171	0.00239150467331	0.00279438019095	0.000938053097345	0.000802641419946	0.000808825181424	0.000396006586215	0.000857244910108	0.000603311974703	0.000748388413587	0.00050190005019	0.000760797471811	0.000778637031269	0.000760841998478	0.000668789808917	0.000455414882958	0.00035701535166	0.000579340710272	0.000732243104711	0.000776606230772	0.000760612601501	0.000678126013504	0.00116421828034	0.000200267022697	0.000505816894284	0.000369931932524	0.000841350550536	0.00118489891901	0.000513199490906	0.000754164540958	0.00231375772521	0.00135800373451	0.00160691739679	0.000691371681416	0.00140200286123	0.00178969512387	0.000324622626197	0.000356125356125	0.00055915009186
k__Bacteria;Other;Other	0.0	0.0	0.0	0.000164645189616	0.000111037086387	0.000183815082027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.13328782319e-05	0.0	1.90774161548e-05	3.04696902756e-05	0.0	3.43672136782e-05	0.0	0.0	3.85245112203e-05	0.0	0.0	1.5365467648e-05	0.0	0.0	0.0	0.0	3.68765557297e-05	2.02967383142e-05	1.55228884991e-05	0.0	3.68147848176e-05	0.0	2.71495669644e-05	0.0	0.0	0.0	3.28741904731e-05	0.0	0.0	0.0	0.0	0.0	3.20955162564e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.390000239e-05	1.95076274823e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.05570973379e-05	2.94837397175e-05	0.0	0.0	0.0	0.0	1.82902293595e-05	1.82292141386e-05	0.0	0.0	6.08883611898e-05	0.0	3.82599380189e-05	0.0	2.86123032904e-05	3.13981600678e-05	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria	0.000310790651417	0.00018171906233	0.000418935902807	0.0	0.000333111259161	0.000137861311521	0.000148798452496	3.70315508814e-05	0.0	0.0	0.0	0.000551057606714	0.0	0.0	2.6152679342e-05	0.0	0.0	0.000149330147624	0.0	7.6309664619e-05	0.00196529502278	1.82411849474e-05	1.71836068391e-05	3.29245205367e-05	0.0	5.77867668304e-05	9.65325507761e-05	0.0	9.2192805888e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.10457769982e-05	1.60467280721e-05	0.0	0.0	0.0	0.0	0.0	6.5496463191e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000160477581282	2.25012375681e-05	0.0	0.0	0.000284612797226	0.0	7.29674018132e-05	0.000359477858411	0.0	0.0	0.0	1.70088275815e-05	0.0	0.0	0.0	0.0	3.1847133758e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.23352101943e-05	0.00106809078772	8.4302815714e-05	0.00133175495709	3.6580458719e-05	0.0	0.0	0.0	0.0	0.0	7.65198760378e-05	0.0	0.000114449213162	0.0	0.000405778282746	0.00384615384615	0.00231647895199
k__Bacteria;p__Armatimonadetes;c__[Fimbriimonadia]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.79195304657e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.6309664619e-05	1.52348451378e-05	1.82411849474e-05	3.43672136782e-05	1.64622602683e-05	0.0	0.0	1.93065101552e-05	0.0	0.0	0.0	0.0	2.03454660129e-05	0.0	0.0	0.0	0.0	0.0	1.84073924088e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.38808196937e-05	5.17477813139e-05	0.0	0.0	0.0	0.0	2.38123586141e-05	0.0	0.0	0.0	1.95076274823e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.94837397175e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00012177672238	2.8291744469e-05	0.0	6.91371681416e-05	0.000114449213162	3.13981600678e-05	0.000243466969648	0.00014245014245	7.98785845515e-05
k__Bacteria;p__Bacteroidetes;c__Cytophagia	0.0	0.0	0.0	0.0	0.0	0.000137861311521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000116500330084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.05570973379e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.02463074013e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.72322484643e-05	3.04696902756e-05	3.64823698947e-05	0.0	0.0	1.704303366e-05	0.0	0.0	7.5315383167e-05	0.0	0.0	0.0	0.000101727330064	9.06141829319e-05	0.0	8.11869532566e-05	0.0	0.0	0.000110444354453	0.000125445330925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000224668613795	9.00049502723e-05	2.18693959673e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000112717333108	0.000254777070064	0.0	0.0	5.79340710272e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6580458719e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.86123032904e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__[Saprospirae]	0.0	0.0	5.23669878509e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000133554652472	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.21913893242e-05	0.0	0.0	0.0	5.52221772264e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000288859646307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Chloroflexi;c__Thermomicrobia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.6309664619e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
