# Constructed from biom file
#OTU ID	424	426	427	429	430	431	432	434	435	436	437	439	440	441	442	447	448	449	450	451	452	453	454	455	456	457	458	459	460	461	757	758	759	760	761	762	763	764	765	766	833	836	837	838	839	841	842	843	844	1016	1017	1018	1019	1020	1021	1022	1023	1024	1025	1026	1027	1028	1029	1030	1031	1032	1033	1034	1035	1036	1037	1038	1039	1040	1138	1141	1142	1143	1144	1145	1146	1147	1148	1149	1150	1151	1153	1154	1156
Unassigned;Other	0.00049766718507	0.00224392018922	0.00283152430392	0.00624042040727	0.00438085731714	0.00472954357609	0.00304742084139	0.00121901665989	0.00111028867506	0.00104338055299	0.000528419036296	0.000337638220647	0.00106119561372	0.000882187825808	0.000625439762333	0.00327950121075	0.00500990329722	0.0042653017701	0.0058098376663	0.00503566932438	0.000425849036517	0.00142089443483	0.00133864213634	0.00106832338971	0.0011402120454	0.0017702180062	0.00131112139442	0.00169249285392	0.000813282592684	0.00172811059908	0.00111596933829	0.00119784793422	0.00159333695455	0.00187772684597	0.00280015421139	0.00131666589216	0.000912832503243	0.00178315379242	0.0014528330244	0.0013811406597	0.000190730497807	0.000663268868254	0.00101247632112	0.000851872481242	0.000553691821646	0.000509424350484	0.000551285793041	0.000847872166966	0.000530636451603	0.00298440408189	0.00431946006749	0.00411045761637	0.00351223795412	0.00294642164845	0.00144820034616	0.0011840355575	0.00112210776723	0.000811316829623	0.00130728275338	0.000955566172957	0.00110435284923	0.000882823125194	0.00124600887781	0.00151970312776	0.00101302867434	0.000700681572075	0.000910788287263	0.000677651758328	0.000521860141482	0.00149737089529	0.000864716581686	0.00137548757955	0.00103001765745	0.00209377577565	0.000333979026117	0.000505050505051	0.000295704886523	0.00109569028488	0.00160276841818	0.000779279371655	0.00104108982169	0.00328417211495	0.00209205020921	0.00221441661576	0.000932513642329	0.00171531490323	0.000405646600681	0.000569719413189	0.000559462915601
k__Bacteria;Other	0.0	0.0	0.0	0.000437924239107	0.000221815560362	0.000321425291579	3.71636687974e-05	7.38797975694e-05	0.000211483557153	8.02600425378e-05	6.6052379537e-05	4.22047775808e-05	3.93035412491e-05	8.01988932553e-05	0.0	1.90668675043e-05	3.88364596683e-05	0.000213265088505	7.32332478945e-05	0.000190745050166	3.04177883226e-05	5.4649785955e-05	6.86483146839e-05	0.0	3.40361804598e-05	0.000115449000404	0.00011568718186	3.76109523093e-05	4.60348637368e-05	1.7455662617e-05	1.82945793161e-05	6.0907522079e-05	5.43183052689e-05	0.000128863607076	0.000162327780371	0.000108431308766	3.20292106401e-05	7.35321151513e-05	2.50488452482e-05	8.12435682175e-05	0.0	6.98177756057e-05	6.53210529754e-05	9.82929786049e-05	3.25701071557e-05	0.0	0.0	6.52209359204e-05	3.12139089178e-05	6.4180732944e-05	0.000112485939258	0.000131184817544	6.58544616398e-05	0.000129229019669	3.53219596623e-05	0.0	2.24421553446e-05	4.16059912627e-05	2.37687773341e-05	2.0773177673e-05	0.000101940263006	9.54403378588e-05	0.0	0.000123696766213	5.62793707966e-05	6.36983247341e-05	0.0	0.0	5.79844601647e-05	3.48225789602e-05	0.0	0.000123177992199	0.000176574455562	4.22985005182e-05	0.0	8.41750841751e-05	0.0	7.3046018992e-05	3.64265549586e-05	2.05073518857e-05	4.43016945398e-05	0.000395317013836	0.000226167590184	0.00011453879047	0.0	0.000114354326882	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria	0.000311041990669	0.000181939474801	0.000419485082062	0.0	0.000332723340542	0.000137753696391	0.00014865467519	3.69398987847e-05	0.0	0.0	0.0	0.000548662108551	0.0	0.0	2.60599900972e-05	0.0	0.0	0.000149285561954	0.0	7.62980200664e-05	0.00196194734681	1.82165953183e-05	1.7162078671e-05	3.28714889141e-05	0.0	5.7724500202e-05	9.64059848835e-05	0.0	9.20697274736e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.09803739331e-05	1.60146053201e-05	0.0	0.0	0.0	0.0	0.0	6.53210529754e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.00016045183236	2.24971878515e-05	0.0	0.0	0.000284303843271	0.0	7.28637266153e-05	0.000359074485514	0.0	0.0	0.0	1.69900438343e-05	0.0	0.0	0.0	0.0	3.1849162367e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.22985005182e-05	0.00106873288357	8.41750841751e-05	0.00133067198935	3.6523009496e-05	0.0	0.0	0.0	0.0	0.0	7.63591936469e-05	0.0	0.000114354326882	0.000405646600681	0.00384560603903	0.00231777493606
k__Bacteria;p__Armatimonadetes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.78435909301e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes	0.0	0.0	5.24356352577e-05	0.0	0.0	0.000137753696391	0.0	0.0	0.0	4.01300212689e-05	0.0	0.0	0.0	0.0	0.0	0.00013346807253	0.000116509379005	0.0	0.0	0.000133521535116	4.56266824839e-05	5.4649785955e-05	3.43241573419e-05	1.6435744457e-05	1.70180902299e-05	0.0	1.92811969767e-05	7.52219046186e-05	0.0	0.0	0.0	0.000121815044158	9.05305087815e-05	9.2045433626e-05	8.11638901853e-05	0.0	0.0	0.000183830287878	0.000125244226241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000513445863552	8.99887514061e-05	2.18641362573e-05	4.39029744265e-05	5.16916078675e-05	0.0	0.0	0.0	0.0	2.37687773341e-05	0.0	0.0	0.0	1.94688887158e-05	0.0	0.000112558741593	0.000254793298936	0.0	0.0	5.79844601647e-05	0.0	0.0	2.05296653665e-05	2.9429075927e-05	0.0	0.0	0.0	0.0	3.6523009496e-05	0.0	0.0	0.0	0.000121636004257	2.8270948773e-05	0.0	6.9075084617e-05	0.000142942908602	0.000243387960409	0.000142429853297	7.99232736573e-05
k__Bacteria;p__Chloroflexi	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.62980200664e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria	0.888460342146	0.901024925708	0.870169367102	0.064703306328	0.0551766206399	0.0893562310589	0.137468410882	0.00664918178124	0.00195622290367	0.00329066174405	0.00267512137125	0.00645733096987	0.00459851432614	0.0023257679044	0.00943371641519	0.0365321181383	0.0372635830518	0.0162294732352	0.0591724642988	0.0481440506619	0.00933826101504	0.0120411695054	0.0150339809158	0.0166658448794	0.0128997123943	0.0116026245406	0.0191269474009	0.0150631863999	0.0205468941812	0.0126029884094	0.0156967490533	0.0203431123744	0.0208582292232	0.015205905635	0.0315727532821	0.0150719519185	0.010809858591	0.0159932350454	0.0130003506838	0.0116990738233	0.0106173310446	0.00673741534595	0.00336403422823	0.00285049637954	0.00205191675081	0.00237731363559	0.00612900087557	0.00766345997065	0.00177919280832	0.0183235992555	0.0355455568054	0.0346327918316	0.0503567116672	0.0297226745238	0.013281056833	0.00628449642057	0.0193675800624	0.0081547742875	0.0124310705457	0.0144581316604	0.0117401202895	0.00827944930925	0.0128689354412	0.0103375154621	0.00953935335003	0.00786674310466	0.00218589188943	0.00213995292104	0.0104372028296	0.00954138663509	0.0135969228017	0.0165674399507	0.0101530311948	0.0123934606518	0.0189700086835	0.0260101010101	0.0189990389591	0.025292184076	0.0281941535379	0.0166519697311	0.0280208217964	0.0145355025087	0.0259244600249	0.0242058643861	0.0287006976584	0.0373366877269	0.00113581048191	0.0	0.00207800511509
k__Bacteria;p__Firmicutes	0.000186625194401	0.000424525441203	0.00125845524619	0.485657981169	0.405589752121	0.565065662595	0.670618403449	0.976801743563	0.966638468859	0.980175769493	0.990620562106	0.975985481557	0.984199976418	0.985363701981	0.979568967764	0.509600167788	0.445104664259	0.653636169759	0.518198462102	0.532846297639	0.952380952381	0.924382912834	0.921466328002	0.948210969216	0.929970558704	0.887187085105	0.931840968687	0.942699714157	0.920037441689	0.889261276358	0.78545946836	0.778499644706	0.712909650552	0.712818247087	0.486394902908	0.923168672646	0.965488525535	0.841593440935	0.86478633335	0.898201809023	0.988619746964	0.982964462752	0.979652491998	0.980996690803	0.987167377781	0.983868228901	0.984953140708	0.976879178216	0.979898242657	0.302900969129	0.299167604049	0.356669654765	0.419734387005	0.590008012199	0.907827346261	0.889465726725	0.871024933235	0.943707093822	0.917855105533	0.914061363967	0.898960209317	0.936556035408	0.906529865275	0.871178653472	0.777809044095	0.922192496337	0.970854774808	0.941044297025	0.894642235881	0.922902810182	0.961654292274	0.805481420653	0.848881695115	0.803058181587	0.966602097388	0.960774410774	0.971168773564	0.885609934259	0.850669337947	0.92539425384	0.836748255621	0.844518777558	0.807333484112	0.910201588271	0.929094425641	0.825123645616	0.991887067986	0.993519441675	0.989849744246
k__Bacteria;p__Fusobacteria	0.0	0.0	0.0	0.0	0.0	9.18357975939e-05	0.000929091719935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.70911491708e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.92415000673e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.34477507772e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Gemmatimonadetes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
